N,P,K,temperature,humidity,ph,rainfall,label
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
70,38,28,19.00465468,52.26207779,6.99833068,104.4147162,wheat
95,41,56,16.34241924,79.3608022,6.22614636,263.85549759,cardamom
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice
90,53,42,29.49523315,66.94138541,7.4267081,70.86848364,soybean
35,35,30,28.8916017,68.70187844,6.83594813,52.64542117,groundnut
84,38,40,25.25630434,72.69166879,5.90937112,270.31048264,cardamom
115,43,28,23.22512236,53.6248757,6.20248208,82.00529778,wheat
56,33,45,27.32465907,74.67706414,5.85074633,203.14281936,cardamom
52,23,83,28.30224561,75.306947,7.06141739,158.47249968,coconut
67,25,55,20.70728405,86.65283629,5.89749042,186.13565574,tea
120,62,74,23.42340387,46.94300738,6.95681992,68.02253266,cotton
15,28,32,28.84270971,99.64328526,6.2185718739999984,224.4016682,coconut
0,29,32,28.05912437,98.3670985,5.868255858,171.65163959999995,coconut
64,37,50,20.75176282,62.75470358,6.62804121,107.94704131,wheat
44,26,29,30.90418948,32.80851661,5.91034404,80.17282259,jowar
55,53,42,21.48820885,70.86041684,6.89691893,69.74014631,soybean
21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
68,32,37,33.93435851,42.94642395,7.75068778,101.40847011,jowar
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
74,55,55,27.55792778,58.78504747,6.81541691,173.21758826,soybean
46,65,30,31.23220281,68.2343781,7.13469468,93.81455758,groundnut
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas
22,23,44,20.13037175,89.31505137,6.1438746910000015,107.3416913,pomegranate
21,134,202,10.72302459,80.02130636,6.425419926,65.29821120000001,grapes
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas
78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,jute
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes
60,57,41,30.14489964,64.15646334,7.03903472,134.21097476,soybean
113,39,74,18.14288409,75.56843987,5.77559763,272.2653983,tea
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton
75,65,79,30.00523798,52.33306451,6.05378252,139.39346027,cotton
78,34,27,23.37923521,37.28297847,7.61155597,60.23643457,mustard
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,coffee
96,28,111,27.03681296,91.84361691,6.03826396,220.6112001,coconut
110,39,18,24.54795322,75.39752705,7.766259768999999,63.88079866,cotton
136,64,82,34.25628359,84.08794283,5.99352467,102.74813268,banana
99,50,33,27.881705,67.17771161,6.45057822,60.50962746,soybean
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes
106,21,35,25.627355,57.04151119,7.4285236339999985,188.5506536,coffee
109,20,72,24.53179502,85.3392862,5.28890261,166.17838142,coffee
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
103,40,30,27.30901814,55.196224,6.3483162570000005,141.48316440000005,coffee
116,39,58,32.13490275,48.79482204,6.50901733,140.15133376,cotton
95,35,37,23.85811657,50.42124523,6.72750714,109.44193428,soybean
81,18,50,26.80750629,88.22874955,6.429788072999999,58.79889057,watermelon
1,12,30,27.754298,95.94643831,5.56222383,131.09000759999998,coconut
76,30,86,23.86415558,89.43652595,4.84635609,221.81503411,tea
73,25,66,25.58946271,77.61100217,5.8054254,235.1672397,coffee
84,27,29,23.32293161,53.00366334,7.167092586,168.26442869999997,coffee
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,banana
50,52,53,25.20519257,60.64837096,6.21243243,101.98069297,soybean
55,46,31,23.26850361,65.14670106,7.45069279,128.86435108,groundnut
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice
60,25,73,27.19827634,60.94142069,6.24033695,190.34736771,coffee
104,17,46,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon
126,52,94,22.09937514,72.71639039,7.4180919,167.56815486,turmeric
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,lentil
101,45,42,23.90747304,83.38363547,5.10823212,186.13878902,coffee
102,58,50,25.78815704,85.86493331,6.30536338,283.97104769,sugarcane
111,65,104,30.57044451,77.84018757,7.47875581,168.38587033,banana
54,49,73,15.51629994,80.42693187,6.39251011,190.35682664,cardamom
44,64,42,26.03302456,61.25977275,7.47468286,107.34222943,groundnut
87,32,41,34.64381109,51.44127242,5.84621809,118.07791218,jowar
136,66,74,30.48608123,57.40222034,7.88543363,62.67377309,cotton
95,58,63,26.70626339,48.61742169,7.24209309,144.7893743,cotton
5,74,21,16.24469193,21.35793891,5.591704013999999,66.97053257,kidneybeans
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,cotton
81,34,48,24.44567279,47.12238146,7.08709198,87.08917357,jowar
80,57,37,31.57086684,59.60130717,7.30644028,147.66615052,soybean
76,23,69,21.12296698,87.35300445,5.66180663,172.50415382,cardamom
20,7,9,29.47741671,91.57802915,7.1291369410000005,111.1727497,orange
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
30,48,32,23.2444019,51.36662558,7.45566205,62.84397863,groundnut
81,57,54,24.69188856,67.56894979,5.68885043,191.1548127,turmeric
89,48,44,20.64432325,78.28040476,5.96423372,239.93496976,cardamom
76,20,40,34.36463531,50.66110395,5.91545647,48.83234022,jowar
106,46,20,23.43821725,78.63388824,6.2006719760000015,81.15072105,cotton
63,44,42,25.9885963,49.51344071,7.75410842,42.20589535,jowar
104,35,59,30.63640214,83.64643665,6.05580941,137.56584712,turmeric
96,25,115,30.97978137,87.32457043,7.45168817,150.65634282,coconut
86,6,53,25.92030221,83.47202566,6.921847887999999,42.10681516,watermelon
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
16,8,9,24.60297538,91.28408653,7.601189842999999,111.2948115,orange
84,36,34,19.04333274,56.71794724,6.7194771,60.08531539,wheat
79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,jute
70,49,80,16.35516631,90.47137246,6.34772842,275.79575136,cardamom
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,orange
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,chickpea
118,22,90,25.5957402,93.42029257,7.27043856,255.16779997,coconut
90,48,45,24.06475727,71.31342851,6.509174788999999,153.63902119999997,jute
6,18,37,19.65690085,89.93701023,5.937649577999999,108.0458926,pomegranate
63,30,39,16.1000059,45.68002364,7.05781622,101.8125725,wheat
81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,jute
100,46,18,24.18586246,76.04203958,6.4316895060000006,69.08056728,cotton
16,14,30,29.70931288,96.30484325,6.37466756,209.84539930000005,coconut
7,141,195,23.8812458,93.45067555,5.514253142,104.9116663,apple
62,26,35,21.15835785,42.18202115,6.54573807,98.64787085,mustard
114,70,114,27.49003242,86.80037924,7.10826575,232.06600554,banana
59,62,83,18.57665902,19.22008229,8.104396057999999,72.94940441,chickpea
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram
65,41,93,30.74120934,86.38734113,6.6036446,272.06779372,coconut
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango
49,33,36,27.72560699,31.92780228,6.19075156,56.87082467,jowar
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,lentil
111,66,97,30.23103929,81.83502235,6.00993666,184.04739644,banana
69,15,20,37.27231465,28.55641665,5.5851097,47.54889586,bajra
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice
67,54,28,19.88532522,49.00141123,7.4878387,54.04879358,wheat
30,60,21,28.87667593,62.4901206,5.457871272999999,182.2688175,pigeonpeas
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice
18,23,44,23.71028128,89.61794165,6.184400085,105.64999070000002,pomegranate
85,20,61,24.14698784,84.07407955,5.96179906,221.41112257,tea
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana
78,48,50,24.54930633,86.7822041,6.74272951,267.12703515,cardamom
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango
54,32,33,19.43203848,53.66524005,6.76608395,33.32502253,mustard
121,39,60,21.56535227,66.99605192,6.89021127,105.85697909,turmeric
101,38,51,27.41388491,74.00187935,5.05281332,229.29786226,tea
71,33,15,35.28095708,33.26087284,6.99906319,95.42882095,bajra
69,34,32,17.66876886,54.85127004,7.13501935,96.69606291,mustard
84,29,55,22.5204297,87.66512963,5.24031425,173.86808255,cardamom
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange
74,52,50,21.11456926,79.2648611,7.05797472,122.86906585,turmeric
76,32,36,33.73199242,34.87343534,8.05330029,45.40118273,bajra
107,53,68,33.60837723,72.80174026,7.46963548,214.55043913,sugarcane
123,48,82,25.24162757,76.55392757,7.59846113,173.16465034,sugarcane
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
79,22,42,19.01887102,81.89450851,5.26915103,143.47256559,coffee
36,23,17,33.66123773,46.63426284,7.15545229,47.12006079,bajra
116,41,73,24.28791532,79.88422688,5.59657544,105.09766723,banana
114,58,68,22.48304525,74.89925264,6.05672871,186.65607066,turmeric
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton
105,76,71,33.3946855,82.38303869,7.67590295,148.34331563,sugarcane
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya
99,29,40,18.27673978,78.43867504,6.16701686,174.47829737,tea
60,36,103,33.36193634,86.4685365,6.3265825,265.54683304,coconut
89,34,42,10.08770044,37.0568961,7.3557474,92.66813487,mustard
87,36,49,19.22729687,64.52371733,6.37122126,230.01976337,coffee
99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,muskmelon
118,46,79,27.77653679,72.57149216,4.79111308,250.58394664,tea
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
51,28,69,15.14558657,76.97752702,6.40401561,161.59510898,cardamom
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice
7,16,9,18.87957654,92.04304496,7.813916602999999,114.6659511,orange
68,27,25,26.89464724,29.64016857,5.54484661,87.35856626,bajra
127,46,80,28.34238544,70.18268421,7.95663055,160.73179901,sugarcane
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes
112,54,15,25.46228792,81.56641891,6.1754923060000015,76.88582484,cotton
78,36,60,25.88928078,73.60516004,5.76064287,118.0853214,turmeric
69,60,32,24.37228493,59.17921607,7.04439148,109.94572911,wheat
67,46,44,26.82489244,78.20392774,7.093328631,153.91998069999997,jute
56,40,27,29.19963164,54.11453721,6.39244807,160.97723471,soybean
45,20,37,33.22999891,25.71137826,6.26935962,61.38414641,bajra
78,29,64,18.28461638,91.09229392,5.7627242,191.65812579,cardamom
98,24,81,28.83604239,80.49059917,5.40525762,123.86848308,coconut
44,33,41,10.24402184,45.77701856,6.6768925,67.7446567,mustard
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,orange
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans
63,21,20,25.21995666,31.9086351,7.69348797,72.82751385,jowar
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee
54,25,43,15.87888036,35.2611284,6.73381565,68.34853212,mustard
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans
118,35,56,30.82459681,86.00970546,6.77234966,215.18474075,turmeric
25,129,195,17.98667801,81.17712085,5.777271492000001,72.37127689,grapes
67,41,40,25.84879500000001,87.81661683,7.333143205,152.6194403,jute
77,24,16,32.09438076,43.25009003,6.5406027,80.39423399,bajra
86,35,23,17.78164263,53.79508253,7.64783123,50.45326625,mustard
47,20,30,33.43929268,49.24409339,6.08181831,40.07137503,bajra
70,52,50,20.92881092,64.14968186,6.91349525,115.77234337,wheat
53,56,40,20.92375079,68.09238167,6.9104597,140.32655361,soybean
124,56,74,26.05489301,81.1059249,6.78459727,236.41543464,sugarcane
153,41,117,34.82337367,84.69948894,6.0725485,163.13854444,banana
49,54,50,25.62446619,93.18240298,6.762522087000001,97.26336657,papaya
109,36,18,25.40059227,76.53237965,7.524707577,62.51388670000001,cotton
84,45,71,24.21226777,79.01241705,4.6151363,178.51535364,tea
136,77,72,27.76629765,85.81541598,7.54220796,264.19402012,sugarcane
97,50,42,20.10152458,40.67418267,7.24502866,66.70874083,wheat
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans
74,34,70,18.64943858,86.20841058,5.42327519,166.57879357,cardamom
118,34,52,29.04257623,82.38005124,6.3608759,229.57806225,tea
88,41,77,29.27667343,82.89133736,5.95239,206.62108643,banana
100,48,17,23.7805123,83.03878838,7.827877817999999,66.26555904,cotton
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean
109,34,92,27.9461907,90.32972818,7.1858179,242.80943088,coconut
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean
116,37,51,20.88249091,69.1054094,6.53862444,120.35392396,turmeric
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,coconut
94,21,63,21.39412327,71.39850582,5.71066595,199.16620783,tea
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya
113,50,78,28.97866465,80.48530602,6.01178034,122.22227805,banana
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,lentil
39,18,35,36.73803191,39.1583548,6.32318962,84.11146571,bajra
25,68,19,29.39982732,64.25510719,7.1084501210000015,67.47677295,blackgram
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton
76,35,87,28.1676231,82.6376398,6.88178951,101.82516913,turmeric
59,56,54,31.2639939,59.56891243,7.27410851,141.42359521,soybean
82,21,57,24.26775949,88.30540524,5.89152176,229.04007154,tea
59,40,53,24.06556182,73.00572164,5.5147826,156.07243497,coffee
153,65,65,27.28388706,83.07394369,6.36683979,151.20992369,banana
116,44,76,28.58962443,75.8645599,5.70031111,121.94343821,turmeric
72,42,33,24.59878226,32.20609357,6.14674003,119.77781587,jowar
119,44,86,24.89023456,82.47243578,6.75891139,260.46377366,sugarcane
60,45,67,22.16296335,81.00263644,6.6384395,222.51178917,cardamom
108,42,85,30.64656443,77.13754923,5.7053964,269.80320474,coconut
55,33,51,24.6649171,59.86396812,6.32334576,107.99048397,soybean
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee
111,27,31,23.59302313,55.27564977,6.0433309510000015,191.3980675,coffee
86,43,89,34.2795453,74.01737045,7.45084158,206.83650127,banana
70,52,61,28.50365189,89.87566488,5.54898351,149.23203226,turmeric
118,26,107,30.69376768,93.66264053,7.22933993,287.68533506,coconut
51,39,21,18.25973159,55.81905576,6.09353693,91.50474646,mustard
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon
90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute
71,15,37,37.1831823,51.69141098,8.0912629,46.75457154,bajra
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon
103,33,25,27.10210397,55.74973320000001,6.911066044,139.5013171,coffee
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,coffee
97,23,49,25.86038915,93.81910906,4.69783663,194.23301807,tea
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes
106,60,89,32.95115879,67.04386284,6.39639096,294.70896494,sugarcane
80,37,80,21.63870165,80.22819151,5.98458543,199.1601267,coffee
53,35,46,19.24886128,66.53315942,5.13916173,136.5114088,coffee
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut
48,50,37,22.70198811,46.70425651,6.23154914,72.41634554,mustard
14,67,22,23.82576704,24.75485098,5.624690247999999,84.64143632,kidneybeans
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea
89,85,55,26.671983500000003,76.48541655,6.275384607,91.73358569,banana
100,52,19,23.45969093,82.44777468,7.903528672999999,93.50153555,cotton
66,50,118,25.37276085,70.51584603,6.99322548,343.05137382,coconut
88,35,27,21.12782635,44.27612788,6.61357946,93.6415892,wheat
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,blackgram
97,22,26,23.60567546,59.68849145,6.074190142000001,185.1568059,coffee
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,chickpea
2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,apple
95,70,51,25.05241776,62.32992993,6.46413507,121.17842548,cotton
60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,jute
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram
51,35,26,29.84177841,64.0493523,6.44090615,123.34088119,groundnut
84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,jute
89,31,43,20.63008628,42.81150407,6.86231805,109.43227687,wheat
57,30,15,34.87063096,32.41338676,7.55332946,95.72380308,bajra
115,45,33,17.38927173,49.38577328,6.51556534,78.08257003,wheat
95,7,45,27.30008597,90.80015308,6.031665834,25.09484511,muskmelon
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange
65,24,85,33.27297559,90.47170275,6.35491482,214.14879029,coconut
89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute
10,79,18,21.0643684,55.46985938,5.624731337999999,184.6226709,pigeonpeas
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans
80,23,73,28.67250341,89.38739437,5.81982093,271.47689052,coconut
99,19,33,27.536454700000004,55.51673151,6.273741983,130.6377143,coffee
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange
160,76,50,32.36678758,85.84766226,7.12581906,276.47852219,sugarcane
31,61,20,30.59119075,47.89482244,7.46169248,91.33134911,groundnut
115,62,45,27.57243304,62.37225141,6.25230692,124.40640621,cotton
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea
116,38,34,23.29250318,50.04557009,6.020947179,183.468585,coffee
67,15,40,28.73675216,45.77463813,6.24955329,93.61424446,bajra
10,9,28,29.01256899,94.01014388,6.282955072999999,150.05003119999995,coconut
104,52,62,25.61527135,56.04362569,6.02013834,170.41935753,cotton
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,blackgram
76,46,78,29.44843367,87.38939988,7.48602575,245.79476607,coconut
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,chickpea
73,37,69,18.03912854,77.90456681,4.53383834,265.09070301,tea
40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,apple
49,33,17,36.15655735,52.17287056,6.21765031,75.82609475,bajra
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
89,30,66,15.62042677,83.95987315,5.89826899,248.38227464,cardamom
81,49,60,30.07405988,87.34651097,6.12928757,219.1917032,turmeric
158,76,40,34.52340889,66.55696132,6.18527087,271.93805142,sugarcane
176,71,86,29.99630635,84.81353402,7.52298055,187.17223059,sugarcane
84,37,58,26.47519257,85.61066453,5.58068187,157.23725959,turmeric
9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,mothbeans
140,49,65,27.93687401,62.19318158,6.46137459,101.02081778,cotton
157,66,68,34.81439772,90.15246123,5.50386213,121.39749519,banana
135,41,95,26.94337301,93.821245,6.78623102,115.07102407,banana
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean
66,45,30,32.51291835,42.7659249,7.25719147,74.27585161,jowar
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans
84,61,90,24.30089468,67.34416186,5.58914884,108.14536763,turmeric
87,21,56,20.27651471,70.48001304,5.40138883,224.16510098,cardamom
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
3,60,19,25.74679443,40.7192594,4.820788186000001,100.7791633,pigeonpeas
88,41,45,22.20606648,80.50760532,5.10657405,179.21062601,coffee
56,23,56,19.92792704,85.33296603,5.49738461,159.40232171,coffee
94,41,64,16.02509779,80.00768644,5.83216975,182.51525511,cardamom
110,7,45,26.63838589,84.69546874,6.189213927000001,48.32428609,watermelon
53,67,22,31.95117601,69.98274088,6.28557972,93.88474868,groundnut
118,46,51,24.08613121,75.55170724,7.71957297,237.96949929,sugarcane
110,69,100,29.92695139,80.03573863,5.55709726,122.61962029,banana
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes
82,28,31,19.85497376,48.31696324,7.94637571,62.81225663,mustard
32,120,204,10.38004759,83.44518113,6.138958698,67.39173790000001,grapes
66,31,32,26.07119021,60.21561609,6.5922094,126.71669179,soybean
95,44,49,17.07808535,77.55079068,6.14878736,185.24042321,cardamom
77,41,70,21.89588937,67.92593122,5.2162168,150.81755294,coffee
32,19,40,32.12305171,25.2383534,7.78669864,52.67246066,bajra
48,22,21,23.43686528,36.54413684,6.56478155,70.34157258,mustard
7,21,35,25.76011662,94.65830608,5.764812076,131.24514140000002,coconut
53,20,24,24.6563878,48.53087644,7.65615991,45.74499783,mustard
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil
60,29,116,31.60347965,82.95307263,6.70657696,272.93732374,coconut
2,120,203,23.12652652,94.71203306,5.893492998999999,108.62118329999998,apple
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans
104,36,101,27.94774802,70.93932675,6.4329505,179.69979066,coconut
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton
85,42,37,11.78637926,52.85409189,6.04839858,73.70574803,mustard
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton
99,6,45,26.12588914,86.5507939,6.000975617000001,40.71210074,watermelon
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,lentil
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas
76,40,44,24.93252653,50.49417646,7.88929347,30.70517162,mustard
68,39,60,17.62030823,89.52199935,5.42943457,251.35636976,cardamom
76,64,47,31.32035675,49.65105321,6.505016,161.20543272,cotton
109,50,90,31.97412839,75.55478151,7.58002279,267.25151169,sugarcane
88,24,41,29.28852867,47.01202418,7.39097676,63.9527216,jowar
143,68,60,34.36884662,78.75598295,7.97333469,150.6870624,sugarcane
57,40,19,33.8127827,33.61083307,6.07840565,30.56662799,bajra
55,66,22,30.91219459,68.79427388,7.747775262999999,66.63830637,blackgram
77,21,111,25.6141969,92.56687744,5.15648968,347.11881202,coconut
71,29,51,16.94188473,84.30845289,6.45289688,256.28789856,cardamom
61,43,43,24.84993694,62.65685438,6.60699615,106.53379786,wheat
16,18,26,28.43647052,91.81320717,5.568365926,145.54144130000003,coconut
80,23,32,33.72707281,34.01961949,8.45070612,63.66940942,bajra
103,69,42,22.59618439,54.39825495,5.69223112,89.38728596,cotton
11,6,25,28.69164799,96.65248672,6.081568052000001,178.9635457,coconut
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
81,42,50,22.76338183,79.00733582,4.89707218,280.25249389,tea
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,orange
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas
110,33,40,20.00156094,72.7271305,6.21894117,196.6471758,coffee
10,24,27,27.57283516,94.90485697,5.7084096010000005,145.9298935,coconut
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,watermelon
46,66,24,28.98155031,66.59094025,7.32632928,88.95221335,groundnut
63,25,23,32.2102204,48.87118877,6.93832846,96.41072336,jowar
117,49,92,30.91506132,73.18885499,7.08444733,182.12034609,turmeric
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,apple
3,136,205,17.5862944,80.84806564,6.334771461,71.40654520000002,grapes
86,53,61,20.22113861,77.04984877,7.30061293,196.13799009,turmeric
90,30,55,21.83987535,90.57486937,4.96059595,262.65916689,tea
29,34,26,33.88004781,54.39416048,6.2739536760000005,89.29147581,mango
21,135,198,23.86087054,94.92048112,5.7650151260000015,105.0241329,apple
71,48,46,30.99951879,64.34470308,6.26150808,63.85440327,soybean
71,24,24,25.45967943,45.08374688,6.98051982,95.88061091,bajra
85,23,92,29.45609245,78.92525125,5.06692323,244.25816436,coconut
13,7,43,18.20230419,91.12282162,7.013481515,109.66239740000002,pomegranate
82,35,81,26.47819929,76.24020775,4.53750124,199.28028635,tea
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
26,18,30,32.06097197,51.08494181,6.336234623999999,96.59816497,mango
93,59,112,24.74678657,75.7261906,6.87086129,175.65314913,banana
99,31,76,31.4039615,80.55381555,7.41010122,230.24880225,coconut
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana
65,42,52,21.23864323,80.49548273,5.7101555,150.21652932,cardamom
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango
102,48,104,27.62785591,93.11741691,6.74103079,229.96565094,banana
60,49,31,16.40745692,42.176945,7.70054596,73.52190793,mustard
172,76,71,27.47155874,78.64702167,6.90341184,278.2479333,sugarcane
69,42,24,33.38321511,40.61381814,6.65870154,103.65638892,jowar
92,54,49,24.79203948,51.62292798,7.19257796,157.88427269,cotton
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
126,47,90,30.42085854,65.52758602,7.00382844,216.83103654,turmeric
41,30,25,24.70098336,31.13636206,6.13279026,88.45861915,jowar
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
73,33,52,20.71305325,65.28276906,7.45154925,177.09216427,soybean
128,54,63,30.65863323,65.25118006,6.19630557,274.88194331,sugarcane
160,58,89,27.67607842,76.63528422,5.78549854,158.75805306,banana
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans
74,35,36,17.94735863,40.6583716,7.03186475,93.96561363,wheat
127,72,45,33.62809643,84.88502791,7.89211221,229.26444171,sugarcane
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
58,17,31,30.05498983,38.39552496,5.89781044,43.85821054,bajra
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans
40,59,39,28.92033801,59.53100105,7.00834485,117.07411895,groundnut
50,41,58,21.46599536,67.5004418,5.1564972,206.39038669,coffee
122,53,59,21.21649007,84.4458535,6.60845989,125.58414773,turmeric
48,23,36,19.51117683,47.95390864,6.86281382,84.77698888,mustard
